Variable,Kind,Default / Example,What it does,Where it goes,Source
ThroughputKgPerMinute,,,Referenced symbol in formula text.,Game Tunables / Runtime State,JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1.docx | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1_VARFIX.docx
Tier0,scalar,,"Example: Tier0=1.25, Tier1=1.00, Tier2=0.70, Tier3=0.55",Game Tunables / Runtime State,Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx
TierBump,,,Referenced symbol in formula text.,Game Tunables / Runtime State,JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx
TierMax,,,Schema field (table header).,Game Tunables / Runtime State,JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx
TierMid,,,Referenced symbol in formula text.,Game Tunables / Runtime State,JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx
TierMin,,,Schema field (table header).,Game Tunables / Runtime State,JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx
Tokens,,,Referenced symbol in formula text.,Game Tunables / Runtime State,JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx | JIM_Leadership_Auras_GDD_Addendum_v0_1-1.docx | JIM_Leadership_Auras_GDD_Addendum_v0_1-1_VARFIX.docx
ToolFactor,scalar,,Meaning: Work throughput multiplier from tool quality.,Game Tunables / Runtime State,"JIM_Factions_and_Remnant_Sites_GDD_Addendum_v0_1-1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_F… | JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx"
Total,,,T = d10 + ResearchSkill + CluesBonus + LabBonus,Game Tunables / Runtime State,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7_VARFIX.docx
TotalEff,scalar,,Formula: Eff = Eff_F*Eff_M*GearMult*LeaderBuff | Notes: Applied to output and success probabilities,Game Tunables / Runtime State,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx
ToxinProfileId,unknown,,"Example: ToxinProfileId = WeightedChoice(ToxinWeights, Hash01(WorldSeed, SpeciesArchetypeId, ""TP""))",Game Tunables / Runtime State,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx"
ToxinWeights,unknown,,"Example: ToxinWeights = { TP_GI:0.45, TP_NEURO:0.10, TP_HEMO:0.10, TP_SPORE:0.05, TP_HALLU:0.20, TP_IRRIT:0.10 }",Game Tunables / Runtime State,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx, JIM_Mounts_and_An…"
TradeValue,scalar,,Type: int | Notes: Base barter value in TradeChits.,Game Tunables / Runtime State,JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx
TrainProgress,,,Referenced symbol in formula text.,Game Tunables / Runtime State,JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1.docx | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1_VARFIX.docx
TrainProgressPerDay,,,Referenced symbol in formula text.,Game Tunables / Runtime State,JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1.docx | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1_VARFIX.docx
TravelBack,,,Referenced symbol in formula text.,Game Tunables / Runtime State,Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx
TreatmentTimeSeconds,,,Referenced symbol in formula text.,Game Tunables / Runtime State,JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1.docx | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1_VARFIX.docx
TripCycleSeconds,,,Referenced symbol in formula text.,Game Tunables / Runtime State,JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1.docx | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1_VARFIX.docx | Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx
TripRate,unknown,,Example: TripRate = 1 / TripTime; throughput depends on CC,Game Tunables / Runtime State,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx
TS,scalar,,Example: TS=FireRate*12+NearbyDeaths*18+Darkness*10-Leadership*8,Game Tunables / Runtime State,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx
TSI,unknown,,"Example: TSI = Clamp(Hash01(WorldSeed, SpeciesArchetypeId, ""TSI"") + 0.25*(d_local - 0.5), 0, 1)",Game Tunables / Runtime State,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx"
Type,,,Schema field (table header).,Game Tunables / Runtime State,JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx | JIM_Stations_and_Tech_Blueprint_Tree_GDD_v0_1_1.docx
Uncommon,,,Schema field (table header).,Game Tunables / Runtime State,JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx
UnlockReq,string,,"Unlock requirement descriptor (tech, role, level, POI).
---
TechNodeId gate; null allowed for starter",DataTable: PlaceablesCatalog (PlaceableDef) | Tech & crafting gating,JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_VARFIX; JIM_Stations_and_Tech_Blueprint_Tree_GDD_v0_1_1 | JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1.docx | JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_VARFIX.docx | JIM_Stations_and_Tech_Blueprint_Tree_GDD_v0_1_1.docx
UpgradeCostMult,scalar,,Multiplier on base upgrade cost.,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
UpgradeLevel,int,,Step index within the ladder.,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
UpgradePathId,ID (UPG_*),,Defines an upgrade ladder chain.,Directory: UpgradePaths (UPG_*),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
UpgradePreserveHPFrac,float,,Fraction of current HP preserved when upgrading a placeable.,Upgrade system,JIM_Buildables...v0_1_VARFIX
UpgradeRecipeId,unknown,,RecipeId; optional,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_VARFIX | JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1.docx | JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_VARFIX.docx
UpgradeRoleReq,enum,,Role required to upgrade.,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
UpgradeSkillReq,scalar,,Role skill required to upgrade.,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
UpgradeTimeSeconds,scalar,,Time required to perform upgrade.,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
UpgradeToPlaceableId,PlaceableId,,Next upgrade target.,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx | JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1.docx | JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_VARFIX.docx
UseTags,scalar,,"Type: set<string> | Notes: Key uses: Build, Repair, Research, CraftInput, Fuel, Consume, Equip, Install, Quest, Decoration.",Game Tunables / Runtime State,"JIM_Crafting_Fabrication_Grinding_and_Construction_GDD_Addendum_v0_5_EXPANSIVE.docx, JIM_Items_and_Loot_Tables_GDD_Adde… | JIM_Crafting_Fabrication_Grinding_and_Construction_GDD_Addendum_v0_5_EXPANSIVE.docx | JIM_Crafting_Fabrication_Grinding_and_Construction_GDD_Addendum_v0_5_EXPANSIVE_VARFIX.docx | JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx"
Value,,,Referenced symbol in formula text.,Game Tunables / Runtime State,JIM_Leadership_Auras_GDD_Addendum_v0_1-1.docx | JIM_Leadership_Auras_GDD_Addendum_v0_1-1_VARFIX.docx | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7_VARFIX.docx
Variable,,,Schema field (table header).,Game Tunables / Runtime State,JIM_Stations_and_Tech_Blueprint_Tree_GDD_v0_1_1.docx
Visual,scalar,,"Example: Visual = ""Waist-high cluster of hollow polygon bulbs; frosted glass skin with dark internal ribs; clicks in wind.""",Game Tunables / Runtime State,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1.docx | JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1_VARFIX.docx"
WaterCook,,,Schema field (table header).,Game Tunables / Runtime State,JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx
Waterer_T1,scalar,,Notes / Defaults: Prevents thirst spikes; improves WaterQualityFactor.,Game Tunables / Runtime State,JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1.docx
WaterFitFactor,scalar,0.6–1.2 based on irrigation and supply,0.6–1.2 based on irrigation and supply,Game Tunables / Runtime State,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx, Jovian_Role_Syste… | Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx"
WaterNeed,unknown,,Example: WaterNeed = 2.2L*(1+0.2*HeatIndex),Game Tunables / Runtime State,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx
WaterQualityFactor,float,,Water quality multiplier (0..1+).,Husbandry,JIM_Mounts_and_Animal_Husbandry_GDD_Addendum_v0_1_VARFIX
WaterRaw,,,Schema field (table header).,Game Tunables / Runtime State,JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx
WeaponBase,scalar,weapon-specific base hit chance,weapon-specific base hit chance,Runtime: Combat Systems / WeaponDefs,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx, Jovian_Role_Syste… | Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx"
WeaponCase,scalar,,BaseSlots: 2 | SlotsMin: 1 | SlotsMax: 3 | BaseEmptySlotChance: 0.10,Runtime: Combat Systems / WeaponDefs,JIM_POI_and_Wreck_Sites_GDD_Addendum_v0_1.docx
WeaponDmg,unknown,,Example: WeaponDmg = 28,Runtime: Combat Systems / WeaponDefs,"JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_1.docx, JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx, JIM_Items_and_Loo… | JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx"
WeaponId,,,Schema field (table header).,Game Tunables / Runtime State,JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx
WeightKg,scalar,,Type: float | Notes: Per item. Bulk items are StackLimit=1. | Example: WeightKg=6.0; +0.10 PenQualityFactor when equipped; reduces rider fatigue; required to ride safely.,Game Tunables / Runtime State,"JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx, JIM_Mounts_and_Animal_Husbandr… | JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx"
WeightKgPerRound,,,Schema field (table header).,Game Tunables / Runtime State,JIM_Items_and_Loot_Tables_GDD_Addendum_v0_4a_CONCISE_EXPANDED_BASE_AND_CONSUMABLES.docx
WireArcClearanceMeters,scalar,,Clearance required for valid wire routing.,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
WireItemId,ItemId,,Wiring item used for explicit connections.,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
WireLossPerMeter,scalar,,Power loss along wire.,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
WireMaxLengthMeters,scalar,,Max length per wire run.,DataTable: PlaceablesCatalog (PlaceableDef),JIM_Buildables_and_Construction_Blueprints_Catalog_GDD_Addendum_v0_1_1.docx
Woodcut,int,,Role skill level for woodcutting.,Player/NPC SkillLevel[Woodcut] (canonical RoleSkill token),Role_System (Math + High Level) | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx | Jovian_Interloper_Moon_Math_Bible_FULL_v0_7_VARFIX.docx
WoodcuttingSkill,,,Referenced symbol in formula text.,Game Tunables / Runtime State,Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx
WoodcuttingXPPerFiberUnitDeposited,,,Referenced symbol in formula text.,Game Tunables / Runtime State,Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx
WoodcuttingXPPerLogDeposited,,,Referenced symbol in formula text.,Game Tunables / Runtime State,Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx
WoodcuttingXPPerStickBundleDeposited,,,Referenced symbol in formula text.,Game Tunables / Runtime State,Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx
WorkshopTier,scalar,0–3,0–3,Game Tunables / Runtime State,Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx
WorkshopTierFactor,scalar,"Tier0=1.25, Tier1=1.00, Tier2=0.70, Tier3=0.55","Tier0=1.25, Tier1=1.00, Tier2=0.70, Tier3=0.55",Game Tunables / Runtime State,Jovian_Role_System_GDD_Math_Implementation_v0_1-1.docx
WS,scalar,,Example: WS = 1 + 0.06*RoleSkill + 0.03*STR,Game Tunables / Runtime State,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx
XP,scalar,,Example: XP = BaseXP_R * Intensity * (1 - 0.4*OverQualified),Data: RoleParams / Runtime: NPC SkillState,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx
Yield,scalar,,Example: Yield = BaseYield*(0.8+0.05*FarmSkill)*(1-ContamLoss),Game Tunables / Runtime State,Jovian_Interloper_Moon_Math_Bible_FULL_v0_7.docx
YieldAccumulatorRule,unknown,,"Example: YieldAccumulatorRule = ""Acc += YieldPerMin*dt; while Acc>=1: Spawn 1 item; Acc -= 1""",Game Tunables / Runtime State,JIM_Flora_Fauna_Bestiary_GDD_Addendum_v0_1_2.docx
MicroResearchId,id,MR_*,Stable identifier for a specific micro-research entry.,Data: MicroResearchDef / Save: completed instances,v1.1 restoration from encyclopedia + v1.17 stacking patch
MicroResearchFamilyId,id,MRF_*,Groups all tier variants of the same family.,Data: MicroResearchDef,New canonical helper
MicroResearchCategory,enum,Woodcutting/Mining/Hunting/Farming/Engineering/Research/Combat/Logistics,Roll-table and UI bucket.,Data/UI,New canonical helper
MicroResearchTierPercent,float,0.05/0.07/0.10/0.12/0.15,Magnitude before scalar conversion.,Data: MicroResearchDef,15% normalized; legacy legacy triple-digit percent rejected
MicroResearchEffectType,enum,BuffScalar/ReductionScalar/FlatAdd/UnlockFlag,Controls aggregation path.,Runtime stat aggregation,New canonical helper
MicroResearchStackCount,int,0+,Counts completed repeats.,WorldSave/PlayerSave/StationSave,New canonical helper
MicroResearchRawScalar,float,computed,Product before cap compression.,Runtime stat aggregation,v1.17 multiplicative rule
MicroResearchFinalScalar,float,computed,Final scalar after cap guards.,Runtime stat aggregation,v1.17 multiplicative rule
MicroResearchSoftCapScalar,float,per stat,Threshold where gains begin compressing.,Game Tunables,New canonical helper
MicroResearchHardCapScalar,float,per stat,Absolute maximum or floor.,Game Tunables,New canonical helper
MicroResearchOverSoftScalar,float,0.35,Compression strength beyond soft cap.,Game Tunables,New canonical helper
MicroResearchRollSeed,hash,"Hash(WorldSeed, ColonyId, Day, ResearchStationId)",Deterministic offer generation seed.,Research system,New canonical helper
MicroResearchOfferSlots,int,3,Default number of choices generated.,Research UI/Research system,New canonical helper
MicroResearchRerollsRemaining,int,0+,Daily reroll budget.,Research UI/Research system,New canonical helper
BlockerDurationHours,float,0+ while unresolved,Used to delay guidance quests so leaders complain before they hand over coordinates.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
BurnOrderState,enum,None / Tagged / Pending / Destroyed,Prevents toxic flora harvest accidents.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
CaravanRouteId,id,ROUTE_*,Automated porter + mount long-haul routes.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
ConstructionDepotId,id,DEPOT_*,Temporary build-site logistics marker.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
CropMutationThreshold,float,Biome / crop tuned,"Once exceeded, stable imported crops can roll into mutated cultivars.",Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
CrossContamExposure,float,ToxicSoil + InfectedWater + SporeLoad + FarmerCrossContamScore,Canonical mutation pressure term for crop corruption.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
CurrentStressPool,float,0..100,Replaces instant panic as the mount stress runtime state.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
DeepCoreExtractorNoiseM,float,High,Late-game infinite-resource tradeoff.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
DeepStorageAccessSeconds,float,2.0-3.0 by item container,Controls backpack extraction friction.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
EarthCropBaseState,enum,Stable / Contaminated / Mutated,Tracks the imported crop safety-to-mutation pipeline.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
EmergencyRackId,id,RACK_*,Links militia behavior to specific weapon rack structures.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
EncumbranceRatio,float,CurrentWeight / CarryCapacityKg,Alias-safe canonical runtime value for movement rules.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
EnergyRecoveryMult,float,Tier-driven multiplier,Applied by bed / shelter quality.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
FallbackTaskArray,array<TaskId>,Role-defined ordered candidate list,Ensures workers never stand idle if a reasonable secondary job exists.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
FarmerCrossContamScore,float,0..1+,"Raised by dirty tools, toxic harvest mixing, infected handling, and poor hygiene.",Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
FoodOriginClass,enum,Unknown / Native / EarthCrop / EarthSealed / ShipRation / ProcessedLocal,Separates crash-safe Earth food from alien foods that require discovery.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
FoulingPerShot,float,Ammo and suppressor modified,Needed for jam logic.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
GuidanceDelayHours,float,Discipline tuned; long by default,Minimum unresolved duration before a leader can escalate a blocker into a side mission.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
HandsSlotState,enum,Empty / Occupied / LockedByAction,Separates bulk-hand occupancy from grid inventory.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
InventoryGridH,int,Gear-defined,"Used for rigs, packs, pockets.",Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
InventoryGridW,int,Gear-defined,"Used for rigs, packs, pockets.",Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
IssueEscalationScore,float,Severity * delayed duration * awareness,Canonical quest-escalation accumulator for leadership help logic.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
LeaderIssueState,enum,None / Reported / Escalating / QuestIssued / Resolved,Tracks how a department leader is handling a blocker.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
LeaderOverrideMod,float,1.0 baseline,Global role-priority multiplier declared by active leader focus.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
MalfunctionClearSeconds,float,Weapon class tuned,Manual clear action duration.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
MilitiaKitId,id,KIT_*,Weapon + one loaded mag package for civilian defense.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
PackageIntegrity,float,0..1,Used to decide whether sealed crash food remains automatically safe-known.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
ReferenceComponentCatalog,directory,REF_* set,Supports no-shards progression explicitly.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
ReferenceComponentId,id,REF_*,Canonical major-tech unlock item family.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
RegrowthTickDays,float,Biome tuned,Safe-zone flora renewal rate.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
ResidentialTier,int,0..n,Links bed quality to recovery speed.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
ShoulderStackMax,int,"1 + floor(STR / 4), clamped 1..3",Canonical cap for visible shoulder stacking.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
StorageDeficitMod,float,"Clamp(Target/Current, 0.5, 3.0)",Dynamic scarcity pressure term.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
StressPoolThresholdPanic,float,85.0,Canonical panic threshold.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
SymptomNoiseRadiusM,float,Per illness state,Lets infected NPCs increase base detection risk.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
WeaponFouling,float,0..1,Accumulates carbon / residue state.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
bCanSprint,bool,FALSE when EncumbranceRatio >= 0.85,Hard movement lock.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
bIsBulkItem,bool,FALSE by default,"TRUE for logs, scrap panels, bulk meat sacks, and similar shoulder-haul items.",Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
bIsJammed,bool,FALSE default,Gate on reload / fire state.,Game Tunables / Runtime State,Quiet_Rift_GDD_Integrated_Merge_Patch_v1_17.docx
MoralCompassVector,float vector,Generated from NPC traits,NPC/leader ideological alignment axes used for camp/faction pull-push logic.,NPCSave / LeaderData,v1.4 Mission Leadership Pass
CampPolicyVector,float vector,Derived from player policy choices,"Represents current camp culture identity across axes such as Compassion, Security, Science, Autonomy.",WorldSave / ColonyCulture,v1.4 Mission Leadership Pass
CampAlignmentScore,float,"Dot(MoralCompassVector, CampPolicyVector)+memory",How aligned an NPC/leader feels with the player camp.,LeaderData / NPC Morale,v1.4 Mission Leadership Pass
DefectionRisk,float,0..1,"Probability pressure for leader/NPC resignation, splintering, or faction migration.",NPC Morale / Faction AI,v1.4 Mission Leadership Pass
InexperiencedLeaderTag,bool/tag,TRUE for new or weak leaders,Marks leaders who can lead but suffer authority/debuff penalties until proven.,LeaderData,v1.4 Mission Leadership Pass
ConditionDebuffSlot,slot,None or COND_*,Active temporary or persistent leader debuff slot.,LeaderData,v1.4 Mission Leadership Pass
LeaderConditionRecoveryProgress,float,0..1,Progress toward reducing/removing a leader condition through witnessed successful missions.,LeaderData,v1.4 Mission Leadership Pass
RaidLeaderExperienceBand,enum,Inexperienced / Competent / Veteran / Fanatic,Controls raid planning quality and morale behavior for enemy faction leaders.,FactionData / RaidAI,v1.4 Mission Leadership Pass
RewardSourceValidation,enum,NPCPersonal / FactionStockpile / SiteContainer / Infrastructure / Knowledge / Morale,Prevents invalid OP-pocket rewards; all rewards must have a believable source.,QuestRewardResolver,v1.4 Mission Leadership Pass
MissionLocationFallbackRule,enum,ExactPOI / RegionHint / BiomeHint / FactionOwned / GenerateMinorPOI,Controls quest placement when a named POI did not spawn.,QuestGenerator,v1.4 Mission Leadership Pass
